age,age_basket,job,marital,education,balance,balance_basket,default,housing,loan,contact,day,month,duration,duration_mins,duration_bucket,campaign,campaign_capped,pdays,previous,poutcome,term_deposit,term_deposit_numeric
38,35-49,admin.,married,secondary,545,Medium (500-2K),no,no,no,unknown,12,jun,436,7.27,5-10 mins,1,1,-1,0,unknown,no,0
50,50-66,unknown,single,unknown,490,Low (0-500),no,no,no,unknown,12,jun,189,3.15,3-5 mins,1,1,-1,0,unknown,no,0
55,50-66,entrepreneur,married,secondary,113,Low (0-500),no,yes,no,unknown,12,jun,186,3.1,3-5 mins,1,1,-1,0,unknown,no,0
49,35-49,entrepreneur,married,secondary,-178,Negative,yes,no,yes,unknown,12,jun,84,1.4,1-3 mins,1,1,-1,0,unknown,no,0
36,35-49,technician,married,secondary,1319,Medium (500-2K),no,yes,no,unknown,12,jun,264,4.4,3-5 mins,1,1,-1,0,unknown,no,0
50,50-66,blue-collar,married,primary,260,Low (0-500),no,yes,no,unknown,12,jun,237,3.95,3-5 mins,1,1,-1,0,unknown,no,0
40,35-49,admin.,married,secondary,2082,High (2K+),no,no,no,unknown,12,jun,82,1.37,1-3 mins,1,1,-1,0,unknown,no,0
36,35-49,student,single,secondary,409,Low (0-500),no,yes,no,unknown,12,jun,72,1.2,1-3 mins,1,1,-1,0,unknown,no,0
54,50-66,blue-collar,married,primary,1087,Medium (500-2K),no,yes,no,unknown,12,jun,77,1.28,1-3 mins,1,1,-1,0,unknown,no,0
39,35-49,blue-collar,married,secondary,1367,Medium (500-2K),no,no,no,unknown,12,jun,43,0.72,<1 min,1,1,-1,0,unknown,no,0
40,35-49,housemaid,married,secondary,3944,High (2K+),no,yes,no,unknown,12,jun,64,1.07,1-3 mins,6,6,-1,0,unknown,no,0
36,35-49,blue-collar,married,secondary,753,Medium (500-2K),no,yes,no,unknown,12,jun,351,5.85,5-10 mins,1,1,-1,0,unknown,no,0
47,35-49,housemaid,single,tertiary,456,Low (0-500),no,no,no,unknown,12,jun,139,2.32,1-3 mins,2,2,-1,0,unknown,no,0
60,50-66,retired,single,secondary,1625,Medium (500-2K),no,no,no,unknown,12,jun,119,1.98,1-3 mins,1,1,-1,0,unknown,no,0
39,35-49,blue-collar,married,primary,292,Low (0-500),no,no,no,unknown,12,jun,394,6.57,5-10 mins,1,1,-1,0,unknown,no,0
36,35-49,blue-collar,married,primary,4138,High (2K+),no,no,no,unknown,12,jun,174,2.9,1-3 mins,1,1,-1,0,unknown,no,0
52,50-66,management,married,tertiary,261,Low (0-500),no,yes,no,unknown,12,jun,437,7.28,5-10 mins,2,2,-1,0,unknown,no,0
44,35-49,unemployed,married,secondary,1590,Medium (500-2K),no,yes,no,unknown,12,jun,349,5.82,5-10 mins,1,1,-1,0,unknown,no,0
59,50-66,retired,married,secondary,3353,High (2K+),no,no,no,unknown,12,jun,148,2.47,1-3 mins,1,1,-1,0,unknown,no,0
42,35-49,unknown,single,secondary,1456,Medium (500-2K),no,no,no,unknown,12,jun,56,0.93,<1 min,1,1,-1,0,unknown,no,0
38,35-49,blue-collar,divorced,primary,0,Negative,no,no,no,unknown,12,jun,133,2.22,1-3 mins,1,1,-1,0,unknown,no,0
54,50-66,technician,married,unknown,2564,High (2K+),no,no,no,unknown,12,jun,134,2.23,1-3 mins,1,1,-1,0,unknown,no,0
38,35-49,services,single,primary,556,Medium (500-2K),no,yes,no,unknown,12,jun,113,1.88,1-3 mins,1,1,-1,0,unknown,no,0
48,35-49,blue-collar,single,secondary,580,Medium (500-2K),no,yes,no,unknown,12,jun,185,3.08,3-5 mins,2,2,-1,0,unknown,no,0
55,50-66,retired,married,secondary,2312,High (2K+),no,no,no,unknown,12,jun,60,1.0,<1 min,1,1,-1,0,unknown,no,0
40,35-49,blue-collar,married,secondary,952,Medium (500-2K),no,no,yes,unknown,12,jun,140,2.33,1-3 mins,1,1,-1,0,unknown,no,0
55,50-66,technician,married,secondary,57,Low (0-500),no,yes,no,unknown,12,jun,331,5.52,5-10 mins,12,10,-1,0,unknown,no,0
47,35-49,services,married,secondary,137,Low (0-500),no,no,no,unknown,12,jun,112,1.87,1-3 mins,1,1,-1,0,unknown,no,0
59,50-66,entrepreneur,married,tertiary,631,Medium (500-2K),no,yes,no,unknown,12,jun,167,2.78,1-3 mins,1,1,-1,0,unknown,no,0
43,35-49,blue-collar,married,primary,0,Negative,no,no,no,unknown,12,jun,30,0.5,<1 min,1,1,-1,0,unknown,no,0
55,50-66,entrepreneur,married,primary,214,Low (0-500),no,no,no,unknown,12,jun,217,3.62,3-5 mins,1,1,-1,0,unknown,no,0
58,50-66,management,married,primary,0,Negative,no,no,no,unknown,12,jun,77,1.28,1-3 mins,6,6,-1,0,unknown,no,0
41,35-49,blue-collar,divorced,primary,1887,Medium (500-2K),no,no,no,unknown,12,jun,168,2.8,1-3 mins,2,2,-1,0,unknown,no,0
56,50-66,self-employed,married,secondary,1113,Medium (500-2K),no,no,no,unknown,12,jun,138,2.3,1-3 mins,1,1,-1,0,unknown,no,0
39,35-49,blue-collar,married,primary,1397,Medium (500-2K),no,yes,no,unknown,12,jun,10,0.17,<1 min,1,1,-1,0,unknown,no,0
47,35-49,housemaid,divorced,secondary,1453,Medium (500-2K),no,no,no,unknown,12,jun,303,5.05,5-10 mins,1,1,-1,0,unknown,no,0
37,35-49,technician,married,secondary,693,Medium (500-2K),yes,no,no,unknown,12,jun,75,1.25,1-3 mins,1,1,-1,0,unknown,no,0
44,35-49,management,married,tertiary,0,Negative,no,no,no,unknown,12,jun,72,1.2,1-3 mins,1,1,-1,0,unknown,no,0
47,35-49,housemaid,single,tertiary,3727,High (2K+),no,no,no,unknown,12,jun,993,16.55,10+ mins,6,6,-1,0,unknown,yes,1
38,35-49,services,married,secondary,702,Medium (500-2K),no,yes,no,unknown,12,jun,143,2.38,1-3 mins,1,1,-1,0,unknown,no,0
38,35-49,services,married,secondary,309,Low (0-500),no,no,no,unknown,12,jun,160,2.67,1-3 mins,2,2,-1,0,unknown,no,0
40,35-49,services,married,secondary,1291,Medium (500-2K),no,no,yes,unknown,12,jun,138,2.3,1-3 mins,1,1,-1,0,unknown,no,0
38,35-49,blue-collar,married,primary,506,Medium (500-2K),no,yes,yes,unknown,12,jun,122,2.03,1-3 mins,1,1,-1,0,unknown,no,0
40,35-49,technician,married,secondary,8379,High (2K+),no,no,no,unknown,12,jun,52,0.87,<1 min,6,6,-1,0,unknown,no,0
55,50-66,blue-collar,married,primary,472,Low (0-500),no,no,no,unknown,12,jun,80,1.33,1-3 mins,2,2,-1,0,unknown,no,0
49,35-49,admin.,married,secondary,2732,High (2K+),no,no,no,unknown,12,jun,558,9.3,5-10 mins,1,1,-1,0,unknown,no,0
49,35-49,blue-collar,married,primary,937,Medium (500-2K),no,yes,no,unknown,12,jun,66,1.1,1-3 mins,1,1,-1,0,unknown,no,0
54,50-66,blue-collar,married,secondary,734,Medium (500-2K),no,no,yes,unknown,12,jun,124,2.07,1-3 mins,1,1,-1,0,unknown,no,0
40,35-49,management,married,tertiary,1041,Medium (500-2K),no,yes,no,unknown,12,jun,73,1.22,1-3 mins,1,1,-1,0,unknown,no,0
47,35-49,blue-collar,married,primary,1610,Medium (500-2K),no,yes,no,unknown,12,jun,68,1.13,1-3 mins,1,1,-1,0,unknown,no,0
43,35-49,blue-collar,married,secondary,664,Medium (500-2K),no,yes,no,unknown,12,jun,354,5.9,5-10 mins,1,1,-1,0,unknown,no,0
45,35-49,management,married,primary,0,Negative,no,no,yes,unknown,12,jun,54,0.9,<1 min,1,1,-1,0,unknown,no,0
52,50-66,unknown,married,unknown,1317,Medium (500-2K),no,no,no,unknown,12,jun,58,0.97,<1 min,1,1,-1,0,unknown,no,0
36,35-49,student,single,unknown,172,Low (0-500),no,no,no,unknown,12,jun,81,1.35,1-3 mins,1,1,-1,0,unknown,no,0
43,35-49,management,divorced,tertiary,1052,Medium (500-2K),no,no,no,unknown,12,jun,118,1.97,1-3 mins,3,3,-1,0,unknown,no,0
36,35-49,management,married,primary,5427,High (2K+),no,no,no,unknown,12,jun,398,6.63,5-10 mins,1,1,-1,0,unknown,no,0
47,35-49,housemaid,divorced,primary,1405,Medium (500-2K),no,no,no,unknown,12,jun,127,2.12,1-3 mins,1,1,-1,0,unknown,no,0
43,35-49,housemaid,married,secondary,1476,Medium (500-2K),no,no,no,unknown,12,jun,216,3.6,3-5 mins,2,2,-1,0,unknown,no,0
35,35-49,blue-collar,married,primary,1116,Medium (500-2K),no,yes,no,unknown,12,jun,124,2.07,1-3 mins,1,1,-1,0,unknown,no,0
35,35-49,admin.,single,secondary,163,Low (0-500),no,yes,no,unknown,12,jun,483,8.05,5-10 mins,1,1,-1,0,unknown,no,0
41,35-49,services,married,secondary,-700,Negative,no,no,yes,unknown,12,jun,309,5.15,5-10 mins,1,1,-1,0,unknown,no,0
40,35-49,management,married,secondary,406,Low (0-500),no,yes,no,unknown,12,jun,577,9.62,5-10 mins,2,2,-1,0,unknown,yes,1
50,50-66,technician,married,tertiary,1347,Medium (500-2K),no,yes,yes,unknown,12,jun,582,9.7,5-10 mins,1,1,-1,0,unknown,no,0
35,35-49,admin.,single,secondary,128,Low (0-500),no,no,no,unknown,12,jun,46,0.77,<1 min,1,1,-1,0,unknown,no,0
56,50-66,blue-collar,married,secondary,2190,High (2K+),no,no,yes,unknown,12,jun,270,4.5,3-5 mins,1,1,-1,0,unknown,no,0
43,35-49,blue-collar,single,primary,999,Medium (500-2K),no,yes,no,unknown,12,jun,317,5.28,5-10 mins,1,1,-1,0,unknown,no,0
54,50-66,retired,married,primary,2243,High (2K+),no,no,no,unknown,12,jun,281,4.68,3-5 mins,1,1,-1,0,unknown,no,0
49,35-49,management,married,secondary,4848,High (2K+),no,no,no,unknown,12,jun,113,1.88,1-3 mins,1,1,-1,0,unknown,no,0
51,50-66,housemaid,married,primary,3073,High (2K+),no,no,no,unknown,12,jun,410,6.83,5-10 mins,1,1,-1,0,unknown,no,0
53,50-66,unemployed,married,secondary,0,Negative,no,yes,no,unknown,12,jun,313,5.22,5-10 mins,1,1,-1,0,unknown,no,0
56,50-66,retired,married,primary,133,Low (0-500),no,no,yes,unknown,12,jun,322,5.37,5-10 mins,2,2,-1,0,unknown,no,0
48,35-49,blue-collar,married,primary,916,Medium (500-2K),no,no,no,unknown,12,jun,37,0.62,<1 min,3,3,-1,0,unknown,no,0
35,35-49,admin.,married,secondary,0,Negative,no,no,no,unknown,12,jun,88,1.47,1-3 mins,2,2,-1,0,unknown,no,0
44,35-49,management,single,tertiary,3355,High (2K+),no,yes,no,unknown,12,jun,312,5.2,5-10 mins,2,2,-1,0,unknown,no,0
35,35-49,blue-collar,married,tertiary,2999,High (2K+),no,no,no,unknown,12,jun,1141,19.02,10+ mins,6,6,-1,0,unknown,yes,1
48,35-49,blue-collar,married,secondary,1000,Medium (500-2K),no,yes,no,unknown,12,jun,1268,21.13,10+ mins,2,2,-1,0,unknown,yes,1
37,35-49,services,married,secondary,1627,Medium (500-2K),no,yes,no,unknown,12,jun,602,10.03,10+ mins,2,2,-1,0,unknown,no,0
60,50-66,housemaid,married,primary,517,Medium (500-2K),no,no,no,unknown,12,jun,1178,19.63,10+ mins,3,3,-1,0,unknown,no,0
44,35-49,management,married,tertiary,677,Medium (500-2K),no,yes,no,unknown,12,jun,130,2.17,1-3 mins,2,2,-1,0,unknown,no,0
27,25-34,admin.,single,secondary,18188,High (2K+),no,yes,no,unknown,12,jun,541,9.02,5-10 mins,17,10,-1,0,unknown,yes,1
38,35-49,unemployed,married,primary,-363,Negative,no,no,no,unknown,12,jun,340,5.67,5-10 mins,2,2,-1,0,unknown,no,0
40,35-49,housemaid,married,secondary,84,Low (0-500),no,yes,yes,unknown,12,jun,230,3.83,3-5 mins,7,7,-1,0,unknown,no,0
38,35-49,management,divorced,tertiary,10638,High (2K+),no,no,no,unknown,12,jun,159,2.65,1-3 mins,2,2,-1,0,unknown,no,0
51,50-66,technician,divorced,primary,548,Medium (500-2K),no,no,no,unknown,12,jun,138,2.3,1-3 mins,2,2,-1,0,unknown,no,0
52,50-66,entrepreneur,divorced,tertiary,199,Low (0-500),no,yes,yes,unknown,12,jun,246,4.1,3-5 mins,2,2,-1,0,unknown,no,0
58,50-66,retired,married,primary,1761,Medium (500-2K),no,no,no,unknown,12,jun,773,12.88,10+ mins,4,4,-1,0,unknown,no,0
55,50-66,management,married,tertiary,1433,Medium (500-2K),no,no,no,unknown,12,jun,298,4.97,3-5 mins,3,3,-1,0,unknown,no,0
39,35-49,services,married,secondary,2813,High (2K+),no,no,no,unknown,12,jun,723,12.05,10+ mins,2,2,-1,0,unknown,no,0
37,35-49,technician,single,secondary,18,Low (0-500),no,no,no,unknown,12,jun,361,6.02,5-10 mins,2,2,-1,0,unknown,no,0
52,50-66,housemaid,married,primary,310,Low (0-500),no,no,yes,unknown,12,jun,100,1.67,1-3 mins,4,4,-1,0,unknown,no,0
49,35-49,blue-collar,married,primary,3049,High (2K+),no,no,no,unknown,12,jun,124,2.07,1-3 mins,2,2,-1,0,unknown,no,0
42,35-49,unemployed,married,secondary,583,Medium (500-2K),no,yes,no,unknown,12,jun,153,2.55,1-3 mins,6,6,-1,0,unknown,no,0
46,35-49,management,single,tertiary,2223,High (2K+),no,no,no,unknown,12,jun,67,1.12,1-3 mins,3,3,-1,0,unknown,no,0
43,35-49,management,single,tertiary,5658,High (2K+),no,no,no,unknown,12,jun,462,7.7,5-10 mins,3,3,-1,0,unknown,no,0
36,35-49,entrepreneur,married,primary,6317,High (2K+),no,no,no,unknown,12,jun,478,7.97,5-10 mins,2,2,-1,0,unknown,no,0
47,35-49,housemaid,married,tertiary,1985,Medium (500-2K),no,no,no,unknown,12,jun,320,5.33,5-10 mins,2,2,-1,0,unknown,no,0
41,35-49,blue-collar,married,secondary,1165,Medium (500-2K),no,no,no,unknown,12,jun,69,1.15,1-3 mins,3,3,-1,0,unknown,no,0
46,35-49,management,divorced,tertiary,675,Medium (500-2K),no,no,yes,unknown,12,jun,190,3.17,3-5 mins,2,2,-1,0,unknown,no,0
40,35-49,services,married,secondary,0,Negative,no,no,no,unknown,12,jun,543,9.05,5-10 mins,2,2,-1,0,unknown,no,0
36,35-49,management,married,tertiary,-85,Negative,no,yes,no,unknown,12,jun,85,1.42,1-3 mins,2,2,-1,0,unknown,no,0
48,35-49,management,divorced,tertiary,503,Medium (500-2K),no,no,yes,unknown,12,jun,1243,20.72,10+ mins,7,7,-1,0,unknown,yes,1
35,35-49,management,single,tertiary,3140,High (2K+),no,no,no,unknown,12,jun,130,2.17,1-3 mins,3,3,-1,0,unknown,no,0
38,35-49,entrepreneur,married,secondary,8,Low (0-500),no,no,no,unknown,12,jun,339,5.65,5-10 mins,3,3,-1,0,unknown,no,0
40,35-49,unemployed,divorced,secondary,991,Medium (500-2K),no,yes,no,unknown,12,jun,316,5.27,5-10 mins,2,2,-1,0,unknown,no,0
55,50-66,housemaid,divorced,primary,0,Negative,no,no,no,unknown,12,jun,90,1.5,1-3 mins,8,8,-1,0,unknown,no,0
59,50-66,retired,married,primary,4949,High (2K+),no,no,yes,unknown,12,jun,168,2.8,1-3 mins,8,8,-1,0,unknown,no,0
50,50-66,technician,married,secondary,1765,Medium (500-2K),no,yes,no,unknown,12,jun,247,4.12,3-5 mins,2,2,-1,0,unknown,no,0
39,35-49,services,married,secondary,150,Low (0-500),no,no,no,unknown,12,jun,243,4.05,3-5 mins,2,2,-1,0,unknown,no,0
46,35-49,technician,married,tertiary,4176,High (2K+),no,yes,no,unknown,12,jun,153,2.55,1-3 mins,6,6,-1,0,unknown,no,0
39,35-49,management,divorced,tertiary,452,Low (0-500),no,yes,no,unknown,12,jun,232,3.87,3-5 mins,2,2,-1,0,unknown,no,0
52,50-66,services,married,secondary,-336,Negative,no,no,yes,unknown,12,jun,111,1.85,1-3 mins,8,8,-1,0,unknown,no,0
32,25-34,blue-collar,divorced,secondary,-289,Negative,no,yes,no,unknown,12,jun,161,2.68,1-3 mins,2,2,-1,0,unknown,no,0
24,18-24,blue-collar,single,secondary,-203,Negative,yes,yes,no,unknown,12,jun,465,7.75,5-10 mins,3,3,-1,0,unknown,yes,1
47,35-49,retired,divorced,primary,2576,High (2K+),no,no,no,unknown,12,jun,188,3.13,3-5 mins,4,4,-1,0,unknown,no,0
47,35-49,blue-collar,married,primary,-245,Negative,no,yes,yes,unknown,12,jun,67,1.12,1-3 mins,4,4,-1,0,unknown,no,0
40,35-49,blue-collar,married,secondary,4259,High (2K+),no,no,no,unknown,12,jun,454,7.57,5-10 mins,4,4,-1,0,unknown,no,0
30,25-34,management,single,tertiary,775,Medium (500-2K),no,yes,no,unknown,16,jun,124,2.07,1-3 mins,2,2,-1,0,unknown,no,0
39,35-49,services,married,secondary,733,Medium (500-2K),no,no,no,unknown,16,jun,83,1.38,1-3 mins,4,4,-1,0,unknown,no,0
50,50-66,unemployed,married,primary,210,Low (0-500),no,no,no,unknown,16,jun,247,4.12,3-5 mins,2,2,-1,0,unknown,no,0
35,35-49,blue-collar,married,primary,4924,High (2K+),no,no,no,unknown,16,jun,252,4.2,3-5 mins,2,2,-1,0,unknown,no,0
56,50-66,technician,married,secondary,654,Medium (500-2K),no,yes,yes,unknown,16,jun,62,1.03,1-3 mins,2,2,-1,0,unknown,no,0
36,35-49,blue-collar,single,secondary,340,Low (0-500),no,no,yes,unknown,16,jun,559,9.32,5-10 mins,3,3,-1,0,unknown,no,0
33,25-34,blue-collar,divorced,secondary,1,Low (0-500),no,no,no,unknown,16,jun,66,1.1,1-3 mins,5,5,-1,0,unknown,no,0
29,25-34,management,single,tertiary,573,Medium (500-2K),no,yes,yes,unknown,16,jun,190,3.17,3-5 mins,4,4,-1,0,unknown,no,0
27,25-34,technician,married,secondary,806,Medium (500-2K),no,yes,no,unknown,16,jun,768,12.8,10+ mins,21,10,-1,0,unknown,no,0
31,25-34,blue-collar,married,primary,0,Negative,no,no,no,unknown,16,jun,10,0.17,<1 min,5,5,-1,0,unknown,no,0
39,35-49,blue-collar,married,primary,275,Low (0-500),no,yes,no,unknown,16,jun,189,3.15,3-5 mins,2,2,-1,0,unknown,no,0
58,50-66,retired,married,tertiary,3628,High (2K+),no,no,no,unknown,16,jun,109,1.82,1-3 mins,2,2,-1,0,unknown,no,0
36,35-49,technician,single,secondary,1521,Medium (500-2K),no,yes,no,unknown,16,jun,243,4.05,3-5 mins,2,2,-1,0,unknown,no,0
50,50-66,technician,married,tertiary,917,Medium (500-2K),no,no,no,unknown,16,jun,107,1.78,1-3 mins,2,2,-1,0,unknown,no,0
49,35-49,housemaid,married,primary,785,Medium (500-2K),no,no,no,unknown,16,jun,190,3.17,3-5 mins,6,6,-1,0,unknown,no,0
37,35-49,blue-collar,married,secondary,1053,Medium (500-2K),no,no,no,unknown,16,jun,405,6.75,5-10 mins,3,3,-1,0,unknown,no,0
37,35-49,blue-collar,married,primary,1,Low (0-500),no,yes,no,unknown,16,jun,103,1.72,1-3 mins,2,2,-1,0,unknown,no,0
45,35-49,services,married,primary,7811,High (2K+),no,no,no,unknown,16,jun,143,2.38,1-3 mins,2,2,-1,0,unknown,no,0
36,35-49,entrepreneur,single,tertiary,658,Medium (500-2K),no,yes,no,unknown,16,jun,61,1.02,1-3 mins,3,3,-1,0,unknown,no,0
44,35-49,blue-collar,married,primary,749,Medium (500-2K),no,yes,no,unknown,16,jun,424,7.07,5-10 mins,2,2,-1,0,unknown,no,0
37,35-49,technician,married,secondary,1610,Medium (500-2K),no,no,no,unknown,16,jun,140,2.33,1-3 mins,2,2,-1,0,unknown,no,0
41,35-49,blue-collar,married,primary,492,Low (0-500),no,yes,yes,unknown,16,jun,157,2.62,1-3 mins,29,10,-1,0,unknown,no,0
41,35-49,management,divorced,tertiary,1401,Medium (500-2K),no,no,no,unknown,16,jun,110,1.83,1-3 mins,4,4,-1,0,unknown,no,0
54,50-66,housemaid,married,secondary,1977,Medium (500-2K),no,no,no,unknown,16,jun,69,1.15,1-3 mins,3,3,-1,0,unknown,no,0
48,35-49,technician,married,unknown,5543,High (2K+),no,no,no,unknown,16,jun,143,2.38,1-3 mins,5,5,-1,0,unknown,no,0
44,35-49,admin.,married,secondary,32,Low (0-500),no,no,yes,unknown,16,jun,241,4.02,3-5 mins,3,3,-1,0,unknown,no,0
49,35-49,blue-collar,married,primary,361,Low (0-500),no,yes,no,unknown,16,jun,513,8.55,5-10 mins,2,2,-1,0,unknown,yes,1
39,35-49,technician,single,secondary,175,Low (0-500),no,no,yes,unknown,16,jun,757,12.62,10+ mins,2,2,-1,0,unknown,no,0
47,35-49,retired,married,secondary,477,Low (0-500),no,no,no,unknown,16,jun,68,1.13,1-3 mins,3,3,-1,0,unknown,no,0
56,50-66,housemaid,married,primary,657,Medium (500-2K),no,no,no,unknown,16,jun,211,3.52,3-5 mins,2,2,-1,0,unknown,no,0
49,35-49,housemaid,married,primary,3436,High (2K+),no,no,no,unknown,16,jun,171,2.85,1-3 mins,2,2,-1,0,unknown,no,0
40,35-49,services,married,secondary,2346,High (2K+),no,no,no,unknown,16,jun,182,3.03,3-5 mins,3,3,-1,0,unknown,no,0
38,35-49,blue-collar,married,secondary,213,Low (0-500),no,yes,no,unknown,16,jun,270,4.5,3-5 mins,15,10,-1,0,unknown,no,0
40,35-49,management,married,tertiary,60,Low (0-500),no,no,no,unknown,16,jun,172,2.87,1-3 mins,6,6,-1,0,unknown,no,0
36,35-49,services,married,secondary,5000,High (2K+),no,no,no,unknown,16,jun,177,2.95,1-3 mins,5,5,-1,0,unknown,no,0
38,35-49,blue-collar,divorced,secondary,727,Medium (500-2K),no,yes,no,unknown,16,jun,119,1.98,1-3 mins,2,2,-1,0,unknown,no,0
46,35-49,services,divorced,secondary,2044,High (2K+),no,no,yes,unknown,16,jun,75,1.25,1-3 mins,3,3,-1,0,unknown,no,0
48,35-49,housemaid,married,primary,5908,High (2K+),no,no,no,unknown,16,jun,192,3.2,3-5 mins,4,4,-1,0,unknown,no,0
36,35-49,blue-collar,married,secondary,274,Low (0-500),no,yes,no,unknown,16,jun,686,11.43,10+ mins,11,10,-1,0,unknown,yes,1
39,35-49,unemployed,married,tertiary,11787,High (2K+),no,no,no,unknown,16,jun,104,1.73,1-3 mins,4,4,-1,0,unknown,no,0
38,35-49,services,married,tertiary,1018,Medium (500-2K),no,no,no,unknown,16,jun,325,5.42,5-10 mins,3,3,-1,0,unknown,no,0
48,35-49,blue-collar,divorced,secondary,296,Low (0-500),yes,no,yes,unknown,16,jun,144,2.4,1-3 mins,4,4,-1,0,unknown,no,0
35,35-49,blue-collar,married,secondary,4723,High (2K+),no,yes,no,unknown,16,jun,57,0.95,<1 min,8,8,-1,0,unknown,no,0
34,25-34,services,married,secondary,-62,Negative,no,yes,no,unknown,16,jun,109,1.82,1-3 mins,3,3,-1,0,unknown,no,0
50,50-66,self-employed,married,primary,2636,High (2K+),no,yes,no,unknown,16,jun,349,5.82,5-10 mins,2,2,-1,0,unknown,no,0
52,50-66,retired,divorced,tertiary,3687,High (2K+),no,yes,yes,unknown,16,jun,741,12.35,10+ mins,4,4,-1,0,unknown,yes,1
46,35-49,technician,married,secondary,68,Low (0-500),no,yes,yes,unknown,16,jun,87,1.45,1-3 mins,3,3,-1,0,unknown,no,0
51,50-66,management,married,secondary,2216,High (2K+),no,yes,yes,unknown,16,jun,95,1.58,1-3 mins,8,8,-1,0,unknown,no,0
35,35-49,services,married,secondary,1279,Medium (500-2K),no,yes,no,unknown,16,jun,114,1.9,1-3 mins,5,5,-1,0,unknown,no,0
57,50-66,blue-collar,married,primary,24,Low (0-500),no,no,no,unknown,16,jun,109,1.82,1-3 mins,2,2,-1,0,unknown,no,0
38,35-49,blue-collar,married,secondary,1627,Medium (500-2K),no,no,no,unknown,16,jun,1323,22.05,10+ mins,9,9,-1,0,unknown,yes,1
36,35-49,blue-collar,married,primary,6085,High (2K+),no,yes,no,unknown,16,jun,186,3.1,3-5 mins,6,6,-1,0,unknown,no,0
36,35-49,blue-collar,married,primary,-255,Negative,no,yes,yes,unknown,16,jun,187,3.12,3-5 mins,2,2,-1,0,unknown,no,0
37,35-49,blue-collar,single,secondary,1120,Medium (500-2K),no,no,no,unknown,16,jun,187,3.12,3-5 mins,3,3,-1,0,unknown,no,0
58,50-66,technician,married,secondary,116,Low (0-500),no,no,no,unknown,16,jun,580,9.67,5-10 mins,3,3,-1,0,unknown,no,0
31,25-34,technician,divorced,secondary,-1185,Negative,no,yes,no,unknown,16,jun,81,1.35,1-3 mins,5,5,-1,0,unknown,no,0
59,50-66,blue-collar,married,secondary,-918,Negative,yes,yes,no,unknown,16,jun,253,4.22,3-5 mins,2,2,-1,0,unknown,no,0
52,50-66,unemployed,married,secondary,0,Negative,no,no,no,unknown,16,jun,18,0.3,<1 min,7,7,-1,0,unknown,no,0
45,35-49,management,married,tertiary,1493,Medium (500-2K),no,no,no,unknown,16,jun,140,2.33,1-3 mins,3,3,-1,0,unknown,no,0
47,35-49,blue-collar,divorced,primary,7,Low (0-500),no,no,yes,unknown,16,jun,219,3.65,3-5 mins,7,7,-1,0,unknown,no,0
40,35-49,services,married,secondary,256,Low (0-500),no,yes,no,unknown,16,jun,95,1.58,1-3 mins,6,6,-1,0,unknown,no,0
51,50-66,management,married,unknown,721,Medium (500-2K),no,no,no,unknown,16,jun,276,4.6,3-5 mins,3,3,-1,0,unknown,no,0
29,25-34,technician,single,secondary,510,Medium (500-2K),no,yes,no,unknown,16,jun,179,2.98,1-3 mins,15,10,-1,0,unknown,no,0
46,35-49,technician,divorced,secondary,454,Low (0-500),no,no,no,unknown,16,jun,93,1.55,1-3 mins,2,2,-1,0,unknown,no,0
33,25-34,admin.,married,secondary,372,Low (0-500),no,yes,no,unknown,16,jun,106,1.77,1-3 mins,10,10,-1,0,unknown,no,0
43,35-49,technician,married,unknown,1156,Medium (500-2K),no,no,no,unknown,16,jun,90,1.5,1-3 mins,2,2,-1,0,unknown,no,0
36,35-49,blue-collar,married,primary,4143,High (2K+),no,no,yes,unknown,16,jun,78,1.3,1-3 mins,5,5,-1,0,unknown,no,0
44,35-49,management,married,unknown,2982,High (2K+),no,no,no,unknown,16,jun,55,0.92,<1 min,2,2,-1,0,unknown,no,0
58,50-66,retired,married,primary,0,Negative,no,yes,no,unknown,16,jun,204,3.4,3-5 mins,4,4,-1,0,unknown,no,0
41,35-49,management,single,unknown,1604,Medium (500-2K),no,no,no,unknown,16,jun,287,4.78,3-5 mins,2,2,-1,0,unknown,no,0
39,35-49,management,married,tertiary,47,Low (0-500),yes,no,no,unknown,16,jun,84,1.4,1-3 mins,3,3,-1,0,unknown,no,0
